Z,X,Y,b_X_Y
0,0,0,-4.99
1,1,0,-4.99
0,0,0,-4.99
0,0,0,-4.99
0,0,0,-4.99
1,1,0,-4.99
0,1,0,-4.99
1,1,0,-4.99
0,0,1,-4.99
0,0,1,-4.99
1,1,0,-4.99
0,0,1,-4.99
0,0,0,-4.99
0,1,0,-4.99
0,0,0,-4.99
1,1,0,-4.99
1,1,0,-4.99
0,1,0,-4.99
0,0,1,-4.99
0,1,0,-4.99
1,1,0,-4.99
1,1,0,-4.99
1,1,0,-4.99
1,0,1,-4.99
1,1,0,-4.99
1,1,0,-4.99
1,1,0,-4.99
0,1,0,-4.99
0,1,0,-4.99
1,1,0,-4.99
0,0,0,-4.99
1,1,0,-4.99
1,1,0,-4.99
1,1,0,-4.99
0,0,0,-4.99
0,1,0,-4.99
0,1,0,-4.99
1,1,0,-4.99
1,1,0,-4.99
0,1,0,-4.99
1,1,0,-4.99
1,1,0,-4.99
0,1,0,-4.99
1,0,1,-4.99
0,1,0,-4.99
0,1,0,-4.99
1,1,0,-4.99
1,1,0,-4.99
0,0,1,-4.99
1,1,0,-4.99
1,1,0,-4.99
0,1,0,-4.99
1,0,0,-4.99
1,1,0,-4.99
1,1,0,-4.99
0,0,0,-4.99
0,0,0,-4.99
1,1,0,-4.99
1,1,0,-4.99
0,1,0,-4.99
1,1,0,-4.99
0,1,0,-4.99
1,1,0,-4.99
0,0,0,-4.99
1,1,0,-4.99
1,1,0,-4.99
0,0,1,-4.99
0,0,0,-4.99
1,0,1,-4.99
0,0,1,-4.99
0,0,1,-4.99
1,1,0,-4.99
1,0,0,-4.99
1,1,0,-4.99
1,1,0,-4.99
1,1,0,-4.99
0,0,0,-4.99
1,1,0,-4.99
0,1,0,-4.99
1,1,0,-4.99
0,1,0,-4.99
0,0,1,-4.99
0,1,0,-4.99
0,0,0,-4.99
0,0,0,-4.99
1,1,0,-4.99
0,1,0,-4.99
0,1,0,-4.99
0,1,0,-4.99
1,1,0,-4.99
1,0,0,-4.99
0,0,1,-4.99
1,1,0,-4.99
0,0,1,-4.99
1,1,0,-4.99
1,1,0,-4.99
0,1,0,-4.99
0,1,0,-4.99
1,0,0,-4.99
1,1,0,-4.99
0,1,0,-4.99
1,1,0,-4.99
0,1,0,-4.99
1,1,0,-4.99
1,0,1,-4.99
1,1,0,-4.99
1,1,0,-4.99
0,0,1,-4.99
1,0,0,-4.99
0,0,0,-4.99
0,0,0,-4.99
0,1,0,-4.99
0,1,0,-4.99
0,1,0,-4.99
0,1,0,-4.99
0,0,0,-4.99
0,1,0,-4.99
0,1,0,-4.99
1,1,0,-4.99
0,1,0,-4.99
0,0,0,-4.99
0,1,0,-4.99
1,1,0,-4.99
1,1,0,-4.99
1,1,0,-4.99
0,0,0,-4.99
1,1,0,-4.99
1,0,1,-4.99
1,1,0,-4.99
0,0,1,-4.99
1,1,0,-4.99
0,1,0,-4.99
1,1,0,-4.99
0,0,0,-4.99
1,1,0,-4.99
1,1,0,-4.99
0,0,0,-4.99
1,1,0,-4.99
0,1,0,-4.99
0,1,0,-4.99
1,1,0,-4.99
1,1,0,-4.99
0,1,0,-4.99
0,1,0,-4.99
0,1,0,-4.99
0,0,0,-4.99
0,0,0,-4.99
0,1,0,-4.99
0,0,0,-4.99
0,0,0,-4.99
1,1,0,-4.99
0,0,1,-4.99
1,1,0,-4.99
0,1,0,-4.99
1,1,0,-4.99
0,0,1,-4.99
0,0,1,-4.99
0,1,0,-4.99
1,1,0,-4.99
1,1,0,-4.99
1,0,0,-4.99
0,1,0,-4.99
1,1,1,-4.99
1,1,0,-4.99
1,1,0,-4.99
0,0,0,-4.99
1,0,0,-4.99
1,1,0,-4.99
0,1,0,-4.99
0,1,0,-4.99
1,1,0,-4.99
1,1,0,-4.99
1,1,0,-4.99
0,0,1,-4.99
1,1,0,-4.99
1,1,0,-4.99
1,0,1,-4.99
1,1,0,-4.99
0,0,1,-4.99
1,1,0,-4.99
1,1,0,-4.99
0,0,0,-4.99
0,0,0,-4.99
1,1,0,-4.99
0,1,0,-4.99
0,0,0,-4.99
0,1,0,-4.99
1,1,0,-4.99
1,1,0,-4.99
0,0,0,-4.99
0,1,0,-4.99
0,1,0,-4.99
1,1,0,-4.99
0,0,1,-4.99
0,0,1,-4.99
1,1,0,-4.99
1,1,0,-4.99
1,1,0,-4.99
0,1,0,-4.99
0,0,0,-4.99
1,0,1,-4.99
0,1,0,-4.99
1,1,0,-4.99
1,1,0,-4.99
0,0,0,-4.99
1,1,0,-4.99
0,0,1,-4.99
0,1,0,-4.99
1,1,0,-4.99
1,1,0,-4.99
0,1,0,-4.99
0,0,1,-4.99
0,0,0,-4.99
1,1,0,-4.99
0,1,0,-4.99
1,1,0,-4.99
0,1,0,-4.99
0,0,0,-4.99
1,1,0,-4.99
1,1,0,-4.99
0,0,1,-4.99
0,0,0,-4.99
1,1,0,-4.99
0,0,0,-4.99
1,1,0,-4.99
0,0,1,-4.99
0,0,1,-4.99
0,0,1,-4.99
0,1,0,-4.99
1,0,1,-4.99
1,0,0,-4.985
1,0,1,-4.985
1,0,0,-4.985
1,1,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
1,0,0,-4.985
1,0,0,-4.985
0,1,0,-4.985
0,1,0,-4.985
1,1,0,-4.985
1,0,0,-4.985
1,0,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
1,1,0,-4.985
1,0,1,-4.985
1,0,0,-4.985
0,1,0,-4.985
1,1,0,-4.985
1,0,0,-4.985
0,1,0,-4.985
1,0,0,-4.985
1,0,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
0,1,0,-4.985
1,1,0,-4.985
1,0,0,-4.985
1,1,0,-4.985
0,0,1,-4.985
1,0,1,-4.985
1,0,0,-4.985
1,0,0,-4.985
1,1,0,-4.985
0,0,0,-4.985
1,0,0,-4.985
0,1,0,-4.985
0,1,0,-4.985
1,1,0,-4.985
0,0,0,-4.985
0,0,0,-4.985
1,0,1,-4.985
1,1,0,-4.985
0,1,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
1,1,0,-4.985
1,0,1,-4.985
1,0,0,-4.985
1,1,0,-4.985
0,0,0,-4.985
0,0,0,-4.985
0,0,1,-4.985
0,1,0,-4.985
0,1,0,-4.985
1,1,0,-4.985
0,0,1,-4.985
0,1,0,-4.985
1,0,0,-4.985
0,1,0,-4.985
1,0,0,-4.985
1,1,0,-4.985
0,0,0,-4.985
0,1,0,-4.985
1,0,1,-4.985
0,0,1,-4.985
1,1,0,-4.985
0,1,0,-4.985
1,1,0,-4.985
1,1,0,-4.985
0,0,1,-4.985
1,0,0,-4.985
0,1,0,-4.985
1,0,0,-4.985
0,0,1,-4.985
1,0,0,-4.985
1,0,0,-4.985
1,0,0,-4.985
1,0,0,-4.985
1,1,1,-4.985
1,0,0,-4.985
0,1,0,-4.985
0,0,0,-4.985
0,0,1,-4.985
0,0,0,-4.985
1,0,0,-4.985
0,0,0,-4.985
1,1,0,-4.985
1,0,0,-4.985
1,0,1,-4.985
1,0,1,-4.985
1,1,0,-4.985
0,1,0,-4.985
0,0,1,-4.985
1,0,0,-4.985
0,1,0,-4.985
0,1,0,-4.985
0,0,0,-4.985
0,0,0,-4.985
0,0,0,-4.985
0,0,1,-4.985
1,1,0,-4.985
0,1,0,-4.985
0,0,0,-4.985
0,0,0,-4.985
0,0,0,-4.985
1,0,1,-4.985
0,1,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
1,0,0,-4.985
0,0,0,-4.985
1,0,1,-4.985
0,0,1,-4.985
1,1,0,-4.985
1,0,0,-4.985
1,0,1,-4.985
0,1,0,-4.985
0,0,0,-4.985
0,0,0,-4.985
1,0,1,-4.985
1,1,0,-4.985
0,0,1,-4.985
1,0,0,-4.985
1,0,0,-4.985
0,1,0,-4.985
0,1,0,-4.985
1,1,0,-4.985
1,0,1,-4.985
1,0,0,-4.985
0,0,0,-4.985
1,0,0,-4.985
1,0,0,-4.985
1,1,0,-4.985
1,1,0,-4.985
0,0,1,-4.985
1,0,0,-4.985
1,0,1,-4.985
0,0,1,-4.985
0,0,0,-4.985
0,0,0,-4.985
0,1,0,-4.985
1,1,0,-4.985
0,0,0,-4.985
0,0,1,-4.985
1,1,0,-4.985
0,0,0,-4.985
1,1,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
1,0,0,-4.985
0,1,0,-4.985
1,0,0,-4.985
0,0,1,-4.985
1,1,0,-4.985
1,1,0,-4.985
0,0,1,-4.985
0,0,0,-4.985
0,1,0,-4.985
0,0,1,-4.985
1,1,0,-4.985
1,0,1,-4.985
0,1,0,-4.985
1,0,0,-4.985
1,1,0,-4.985
1,1,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
1,0,0,-4.985
1,0,0,-4.985
1,1,0,-4.985
1,1,0,-4.985
1,0,0,-4.985
0,1,0,-4.985
0,1,0,-4.985
0,0,0,-4.985
1,0,1,-4.985
0,0,0,-4.985
0,1,0,-4.985
1,1,0,-4.985
0,0,0,-4.985
0,1,0,-4.985
0,1,0,-4.985
0,1,0,-4.985
0,1,0,-4.985
1,1,0,-4.985
0,0,0,-4.985
1,0,1,-4.985
1,0,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
0,1,0,-4.985
0,0,0,-4.985
1,0,1,-4.985
1,1,0,-4.985
1,0,0,-4.985
0,1,0,-4.985
1,0,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
1,1,0,-4.985
0,0,0,-4.985
1,0,0,-4.985
1,0,1,-4.985
0,1,0,-4.985
0,1,0,-4.985
1,0,1,-4.985
1,1,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
0,0,0,-4.985
0,1,0,-4.985
0,1,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
1,1,0,-4.985
0,0,0,-4.985
0,0,0,-4.985
0,1,0,-4.985
1,0,0,-4.985
1,0,1,-4.985
0,0,1,-4.985
1,1,0,-4.985
1,1,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
0,1,0,-4.985
0,1,0,-4.985
0,0,0,-4.985
0,0,1,-4.985
1,0,0,-4.985
1,0,1,-4.985
0,0,0,-4.985
0,0,1,-4.985
1,0,1,-4.985
1,1,0,-4.985
0,0,1,-4.985
0,0,0,-4.985
0,0,1,-4.985
1,1,0,-4.985
1,0,0,-4.985
0,1,0,-4.985
0,1,0,-4.985
1,0,1,-4.985
1,1,0,-4.985
1,0,0,-4.985
1,0,1,-4.985
1,0,1,-4.985
0,0,0,-4.985
1,1,0,-4.985
1,1,0,-4.985
0,0,0,-4.985
0,1,0,-4.985
0,1,0,-4.985
0,1,0,-4.985
1,0,1,-4.985
0,0,0,-4.985
0,1,0,-4.985
1,0,0,-4.985
0,1,0,-4.985
1,0,1,-4.985
0,0,0,-4.985
0,1,0,-4.985
0,1,0,-4.985
1,0,0,-4.985
1,1,0,-4.985
0,0,0,-4.985
1,1,0,-4.985
0,0,0,-4.985
1,1,0,-4.985
0,0,0,-4.985
1,0,1,-4.985
1,0,0,-4.985
1,1,0,-4.985
1,1,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
1,1,0,-4.985
0,0,0,-4.985
0,1,0,-4.985
1,1,0,-4.985
1,0,0,-4.985
0,1,0,-4.985
1,0,0,-4.985
0,1,0,-4.985
1,0,0,-4.985
0,1,0,-4.985
1,0,0,-4.985
0,0,1,-4.985
1,0,0,-4.985
0,0,0,-4.985
0,0,0,-4.985
1,0,0,-4.985
0,1,0,-4.985
0,1,0,-4.985
1,0,1,-4.985
0,1,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
0,0,0,-4.985
0,0,1,-4.985
0,0,1,-4.985
0,1,0,-4.985
0,1,0,-4.985
1,1,0,-4.985
1,0,0,-4.985
0,0,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
1,0,0,-4.985
0,0,0,-4.985
1,0,1,-4.985
1,0,0,-4.985
0,0,0,-4.985
1,1,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
0,0,1,-4.985
0,0,0,-4.985
1,0,0,-4.985
0,0,0,-4.985
1,0,0,-4.985
1,1,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
0,0,0,-4.985
0,0,1,-4.985
0,0,0,-4.985
1,0,0,-4.985
0,0,0,-4.985
0,0,1,-4.985
1,0,0,-4.985
0,0,0,-4.985
1,0,0,-4.985
1,1,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
1,0,1,-4.985
1,1,0,-4.985
1,0,0,-4.985
1,1,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
0,1,0,-4.985
1,0,0,-4.985
0,1,0,-4.985
1,1,0,-4.985
0,0,1,-4.985
0,1,0,-4.985
1,0,0,-4.985
1,1,0,-4.985
1,0,0,-4.985
0,0,0,-4.985
0,1,0,-4.985
0,1,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
0,1,0,-4.985
0,1,0,-4.985
1,0,1,-4.985
1,1,0,-4.985
1,1,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
0,0,0,-4.985
1,1,0,-4.985
1,0,0,-4.985
1,1,0,-4.985
1,0,1,-4.985
1,0,0,-4.985
1,1,0,-4.985
1,1,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
0,0,0,-4.985
1,0,1,-4.985
1,0,0,-4.985
1,0,0,-4.985
1,0,0,-4.985
1,0,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
1,0,0,-4.985
0,0,1,-4.985
1,0,0,-4.985
1,0,1,-4.985
1,0,1,-4.985
1,1,0,-4.985
0,0,0,-4.985
0,1,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
1,0,0,-4.985
0,0,0,-4.985
1,0,1,-4.985
0,0,1,-4.985
0,0,1,-4.985
0,1,0,-4.985
0,1,0,-4.985
0,0,1,-4.985
0,1,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
0,0,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
0,1,0,-4.985
1,1,0,-4.985
0,0,0,-4.985
1,0,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
0,1,0,-4.985
0,1,0,-4.985
1,1,0,-4.985
1,1,0,-4.985
1,1,0,-4.985
0,0,1,-4.985
0,1,0,-4.985
1,1,0,-4.985
0,0,0,-4.985
0,0,0,-4.985
0,1,0,-4.985
0,0,0,-4.985
1,1,0,-4.985
1,1,0,-4.985
1,0,0,-4.985
0,0,1,-4.985
1,1,0,-4.985
1,0,0,-4.985
1,0,0,-4.985
1,0,0,-4.985
1,0,0,-4.985
1,1,0,-4.985
1,1,0,-4.985
1,0,0,-4.985
1,0,1,-4.985
0,0,0,-4.985
1,0,1,-4.985
0,1,0,-4.985
0,1,0,-4.985
1,1,0,-4.985
1,1,0,-4.985
1,1,0,-4.985
0,0,0,-4.985
0,0,0,-4.985
1,1,0,-4.985
0,0,1,-4.985
1,0,0,-4.985
1,0,1,-4.985
0,1,0,-4.985
1,1,0,-4.985
1,0,0,-4.985
0,0,0,-4.985
1,1,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
0,0,1,-4.985
0,1,0,-4.985
1,0,1,-4.985
1,0,0,-4.985
1,0,0,-4.985
0,1,0,-4.985
0,0,0,-4.985
1,1,0,-4.985
0,0,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
1,1,0,-4.985
1,0,0,-4.985
1,1,0,-4.985
1,1,0,-4.985
1,1,0,-4.985
1,0,0,-4.985
1,1,0,-4.985
1,1,0,-4.985
0,0,1,-4.985
0,0,0,-4.985
0,0,0,-4.985
1,0,0,-4.985
0,0,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
1,0,0,-4.985
1,0,0,-4.985
0,1,0,-4.985
1,0,0,-4.985
1,0,0,-4.985
1,1,0,-4.985
1,1,0,-4.985
0,0,0,-4.985
0,0,0,-4.985
1,0,0,-4.985
0,1,0,-4.985
0,1,0,-4.985
1,0,0,-4.985
1,1,0,-4.985
0,1,0,-4.985
0,1,0,-4.985
0,1,0,-4.98
0,1,0,-4.98
0,0,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
0,0,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
0,1,1,-4.98
0,1,0,-4.98
1,1,0,-4.98
0,0,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,0,1,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,0,1,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,0,0,-4.98
0,1,0,-4.98
1,0,0,-4.98
0,0,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,0,1,-4.98
1,0,1,-4.98
1,1,0,-4.98
1,0,1,-4.98
1,1,0,-4.98
0,1,0,-4.98
0,0,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,0,0,-4.98
0,0,1,-4.98
0,1,0,-4.98
0,1,0,-4.98
0,1,0,-4.98
1,0,0,-4.98
1,0,0,-4.98
0,1,0,-4.98
0,0,0,-4.98
0,1,0,-4.98
0,0,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
0,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,0,1,-4.98
0,0,1,-4.98
0,0,1,-4.98
0,1,0,-4.98
1,0,1,-4.98
0,1,0,-4.98
0,1,0,-4.98
1,0,1,-4.98
1,1,0,-4.98
0,0,1,-4.98
0,0,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,0,1,-4.98
1,0,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,0,1,-4.98
0,0,1,-4.98
1,1,0,-4.98
0,0,1,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,1,1,-4.98
1,1,0,-4.98
1,0,1,-4.98
1,1,0,-4.98
0,0,1,-4.98
0,0,1,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
0,0,0,-4.98
0,1,0,-4.98
0,0,1,-4.98
0,1,0,-4.98
0,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,0,1,-4.98
0,0,1,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
0,0,1,-4.98
0,0,1,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
0,0,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,0,0,-4.98
1,1,0,-4.98
1,0,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,0,1,-4.98
1,1,0,-4.98
1,0,0,-4.98
1,0,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
0,0,0,-4.98
0,1,0,-4.98
0,0,0,-4.98
0,1,0,-4.98
0,0,1,-4.98
1,1,0,-4.98
0,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,0,1,-4.98
1,1,0,-4.98
1,0,1,-4.98
0,0,0,-4.98
1,1,0,-4.98
1,1,1,-4.98
1,1,0,-4.98
0,0,0,-4.98
0,0,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,1,1,-4.98
0,0,1,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,0,1,-4.98
1,0,1,-4.98
0,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,0,1,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,0,1,-4.98
1,1,0,-4.98
0,1,0,-4.98
0,1,0,-4.98
0,1,0,-4.98
0,1,0,-4.98
0,0,1,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,0,1,-4.98
0,0,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
0,0,1,-4.98
0,0,0,-4.98
0,1,0,-4.98
0,0,1,-4.98
0,0,1,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
0,0,1,-4.98
0,0,0,-4.98
1,1,0,-4.98
0,0,0,-4.98
0,0,1,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,0,1,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,0,1,-4.98
1,1,0,-4.98
0,0,0,-4.98
1,1,0,-4.98
0,0,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
0,0,0,-4.98
0,0,1,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
0,0,1,-4.98
0,1,0,-4.98
1,1,0,-4.98
0,1,1,-4.98
0,1,0,-4.98
0,0,1,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,0,1,-4.98
0,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
0,1,0,-4.98
1,0,1,-4.98
0,1,0,-4.98
0,0,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,0,0,-4.98
1,1,0,-4.98
0,0,1,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,0,1,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,1,-4.98
0,0,1,-4.98
1,1,0,-4.98
0,0,0,-4.98
1,0,1,-4.98
1,1,0,-4.98
0,0,1,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,0,1,-4.98
1,0,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,0,1,-4.98
0,1,0,-4.98
0,0,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
0,0,1,-4.98
1,0,1,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
0,0,0,-4.98
1,1,0,-4.98
0,0,1,-4.98
0,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,0,1,-4.98
1,0,0,-4.98
1,1,0,-4.98
0,0,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,0,1,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,0,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
0,0,1,-4.98
0,1,0,-4.98
0,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,0,1,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,0,1,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,0,1,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
0,1,0,-4.98
1,0,1,-4.98
1,0,1,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,0,1,-4.98
1,0,0,-4.98
0,0,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
0,0,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
0,0,1,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
0,0,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,0,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,0,1,-4.98
0,1,1,-4.98
1,1,0,-4.98
0,0,1,-4.98
0,1,0,-4.98
0,0,1,-4.98
0,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,0,0,-4.98
0,1,0,-4.98
0,0,1,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,0,0,-4.98
0,0,0,-4.98
0,1,0,-4.98
0,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
1,0,0,-4.98
0,1,0,-4.98
0,0,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,0,1,-4.98
0,1,0,-4.98
0,0,0,-4.98
1,1,0,-4.98
1,0,1,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,0,0,-4.98
0,0,1,-4.98
0,1,0,-4.98
1,0,1,-4.98
0,1,0,-4.98
0,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
0,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
0,1,0,-4.98
0,1,0,-4.98
1,1,0,-4.98
0,0,1,-4.98
1,0,1,-4.98
1,1,0,-4.98
1,1,0,-4.98
1,1,0,-4.98
0,1,0,-4.98
0,1,0,-4.98
0,0,1,-4.98
0,0,1,-4.98
0,0,1,-4.98
0,1,0,-4.98
0,1,0,-4.98
0,1,0,-4.98
0,1,0,-4.98
0,0,0,-4.98
0,1,0,-4.98
0,0,1,-4.98
0,1,0,-4.975
1,0,0,-4.975
1,1,0,-4.975
1,0,0,-4.975
0,1,0,-4.975
0,1,0,-4.975
1,1,0,-4.975
1,1,1,-4.975
1,0,0,-4.975
1,1,0,-4.975
1,1,0,-4.975
1,1,0,-4.975
0,1,0,-4.975
0,1,0,-4.975
0,0,1,-4.975
1,1,0,-4.975
1,1,0,-4.975
1,1,0,-4.975
0,1,0,-4.975
1,1,0,-4.975
0,1,0,-4.975
1,0,0,-4.975
0,0,1,-4.975
0,1,0,-4.975
1,0,1,-4.975
1,1,0,-4.975
0,0,0,-4.975
0,1,0,-4.975
0,1,0,-4.975
1,1,0,-4.975
1,1,0,-4.975
0,0,0,-4.975
1,1,0,-4.975
0,1,0,-4.975
0,1,0,-4.975
0,1,0,-4.975
1,1,0,-4.975
1,0,0,-4.975
1,1,0,-4.975
0,1,0,-4.975
1,1,0,-4.975
